author_list,NPI,pub_id,pub_title,pub_date,journal_date
"[{""NPI"":""0268243751""},{""NPI"":""8451353029""},{""NPI"":""1149721324""},{""NPI"":""2983937348""},{""NPI"":""2503804012""}]",1219236861,48094361,natoque penatibus et magnis dis,12/24/2013,7/24/2016
"[{""NPI"":""7501549400""},{""NPI"":""0783204426""},{""NPI"":1334014582},{""NPI"":""2056878399""}]",7044669506,22992003,nisl nunc nisl,9/9/2012,6/9/2009
"[{""NPI"":""4966853508""},{""NPI"":""8773304212""},{""NPI"":""8410022966""}]",2287494685,63471922,at dolor,10/8/2009,12/28/2009
"[{""NPI"":""5673774869""},{""NPI"":""2313047911""}]",5505604110,25691408,imperdiet sapien urna pretium nisl,4/21/2006,5/7/2016
"[{""NPI"":""3805953550""},{""NPI"":""7496386340""},{""NPI"":""9406076462""}]",5377996526,39481569,nibh in hac habitasse platea dictumst,6/25/2016,1/26/2019
"[{""NPI"":""7086233765""},{""NPI"":""4295459798""}]",5991364923,46564252,nulla tempus vivamus in felis,4/29/2008,4/18/2013
"[{""NPI"":""2400730555""},{""NPI"":""9476356030""},{""NPI"":""8612763495""},{""NPI"":""1258430630""}]",9211918448,71510840,duis mattis egestas metus aenean,9/26/2011,2/13/2014
"[{""NPI"":""1663050155""},{""NPI"":""3961671885""},{""NPI"":""4232895191""},{""NPI"":""6411633177""},{""NPI"":""4610275910""},{""NPI"":""7663664833""}]",5909220837,94917891,penatibus et magnis,3/4/2010,5/21/2018
"[{""NPI"":""3455200745""},{""NPI"":""7562613214""},{""NPI"":""8577249271""}]",7086233765,14066765,velit,9/1/2010,5/31/2012
"[{""NPI"":""2085462057""}]",4059395536,36837352,neque vestibulum eget vulputate ut,3/3/2011,8/25/2014
"[{""NPI"":""1565913612""},{""NPI"":""1089995814""},{""NPI"":""9603555312""},{""NPI"":""0485390701""},{""NPI"":""8237497406""},{""NPI"":""8496499359""}]",3999490004,68903979,sollicitudin ut suscipit a,1/24/2014,7/6/2007
"[{""NPI"":""5348623156""},{""NPI"":""7332735520""},{""NPI"":""4059395536""},{""NPI"":""9258141458""},{""NPI"":""9689424033""}]",0082427135,73266890,semper rutrum nulla nunc,12/14/2007,9/5/2009
"[{""NPI"":""4324613613""},{""NPI"":""8577249271""}]",0205319262,51954264,iaculis diam erat fermentum justo nec,4/24/2017,11/17/2015
"[{""NPI"":""5068277177""},{""NPI"":""7273621706""}]",3565761938,26697193,rutrum nulla nunc purus phasellus in,9/30/2016,10/6/2016
"[{""NPI"":""6410306830""},{""NPI"":""9268878763""},{""NPI"":""7387603766""}]",0211496081,69503837,ut ultrices vel,9/20/2007,1/15/2009
"[{""NPI"":7210385843},{""NPI"":""7823301016""},{""NPI"":""1796503207""},{""NPI"":""8599195352""},{""NPI"":""8817542679""},{""NPI"":""4868118390""}]",9017679476,68164341,convallis tortor,7/8/2019,1/2/2007
"[{""NPI"":""0221661883""},{""NPI"":""2267057123""},{""NPI"":""9260897807""},{""NPI"":""2635326207""}]",0560581432,31593361,natoque penatibus et magnis,7/15/2006,11/29/2015
"[{""NPI"":""5829196514""}]",2381338020,46988816,et magnis dis parturient,9/10/2017,4/17/2010
"[{""NPI"":""9293736535""},{""NPI"":""4661071719""},{""NPI"":""7511762123""},{""NPI"":""0393812774""},{""NPI"":""1318022193""}]",2046631331,70355837,orci luctus,8/15/2016,4/3/2012
"[{""NPI"":""4781276229""},{""NPI"":""8179915778""},{""NPI"":""1505044200""},{""NPI"":4529860833}]",0268243751,07317530,sapien cursus vestibulum proin eu,5/5/2013,4/24/2008
"[{""NPI"":""1643210017""},{""NPI"":""1520290950""},{""NPI"":""1837300968""},{""NPI"":""6989816260""},{""NPI"":""7968486696""},{""NPI"":""0862832632""}]",6390484968,78333411,ut mauris,4/29/2011,1/3/2011
"[{""NPI"":""3904531980""},{""NPI"":""7397425801""},{""NPI"":""2861511761""}]",2336637022,04197113,justo maecenas rhoncus aliquam lacus morbi,4/5/2008,1/15/2007
"[{""NPI"":""0014579480""}]",5084347303,27475415,est phasellus sit amet erat,6/1/2012,11/1/2018
"[{""NPI"":""6453132370""},{""NPI"":""0783204426""},{""NPI"":""0704371235""},{""NPI"":""4135071937""},{""NPI"":""9260897807""},{""NPI"":""9588089719""}]",1188042106,57662915,justo in blandit ultrices enim lorem,8/11/2016,7/29/2014
"[{""NPI"":""4892584835""},{""NPI"":""4958342532""},{""NPI"":""4236706679""},{""NPI"":""5334498184""},{""NPI"":""7496386340""}]",1643210017,47429026,massa id lobortis convallis tortor,1/7/2010,3/18/2017
"[{""NPI"":""1314186108""},{""NPI"":""8718212743""}]",9582816570,15289487,sed sagittis nam congue,12/4/2012,7/27/2012
"[{""NPI"":""0014579480""},{""NPI"":""6267007324""},{""NPI"":""0393812774""},{""NPI"":""5511554030""}]",7501549400,17072254,venenatis non sodales sed tincidunt,7/10/2009,1/5/2008
"[{""NPI"":""5563497097""},{""NPI"":""7647294385""},{""NPI"":8697450756},{""NPI"":""4232895191""},{""NPI"":4961943819},{""NPI"":""8403666667""}]",2914230818,81664209,consequat metus sapien ut nunc,2/26/2011,11/12/2014
"[{""NPI"":""2635326207""},{""NPI"":""8187990236""},{""NPI"":""6163978005""}]",1082842753,64198512,ultrices erat tortor sollicitudin mi,1/21/2006,4/13/2007
"[{""NPI"":""3314313276""},{""NPI"":""8741084446""},{""NPI"":""1900519798""},{""NPI"":""1366590058""}]",2255021978,33862810,sit amet sem fusce consequat nulla,5/23/2009,12/20/2017
"[{""NPI"":""9312685791""},{""NPI"":""0761842233""},{""NPI"":""6278548615""}]",4979256449,47911627,nonummy integer non velit donec,12/28/2014,3/13/2018
"[{""NPI"":""6369977764""},{""NPI"":""8097795310""}]",1590093755,36620092,sodales sed,1/17/2011,5/17/2012
"[{""NPI"":""8372755299""},{""NPI"":""8405021116""},{""NPI"":""3299175882""},{""NPI"":8697450756}]",3182668366,54831394,leo rhoncus sed,5/7/2009,12/18/2007
"[{""NPI"":""4564037501""},{""NPI"":""5162661058""},{""NPI"":""4786901180""},{""NPI"":""4020282412""},{""NPI"":""1349060569""},{""NPI"":""1490869166""}]",9300978942,14912966,amet eleifend,6/7/2011,6/2/2012
"[{""NPI"":""1449269125""}]",1349060569,64309751,duis faucibus,5/11/2017,12/2/2006
"[{""NPI"":""6679946328""},{""NPI"":""1699710619""},{""NPI"":""5725541533""}]",9473000162,97753951,diam vitae,6/28/2007,8/19/2018
"[{""NPI"":""1431658529""}]",3573888313,57887124,eu est congue,7/1/2015,10/30/2007
"[{""NPI"":""0408510234""},{""NPI"":""8209242768""},{""NPI"":""6274740864""},{""NPI"":""2439798762""}]",1239424973,54169285,pellentesque,4/5/2008,5/11/2019
"[{""NPI"":""8280153497""}]",6123749420,87635778,nulla tellus in sagittis dui,10/27/2013,1/15/2014
"[{""NPI"":""7703794171""},{""NPI"":""7366119644""}]",2861511761,57259717,augue aliquam erat volutpat,12/4/2017,1/5/2017
"[{""NPI"":""6169972033""}]",3820636048,10399454,eros elementum pellentesque quisque porta,6/24/2015,6/11/2013
"[{""NPI"":""1520290950""}]",5499158770,49539752,faucibus orci luctus,3/25/2016,6/9/2016
"[{""NPI"":""3059594066""},{""NPI"":""6839638235""},{""NPI"":""7496386340""},{""NPI"":""7350914989""},{""NPI"":""6218929833""}]",4727502631,13017059,pede ullamcorper augue,5/21/2010,10/15/2010
"[{""NPI"":""0517813653""},{""NPI"":""0359962181""},{""NPI"":""2047782147""}]",9307707596,30742347,lacinia eget tincidunt eget tempus vel,3/20/2018,1/26/2013
"[{""NPI"":""4555770706""},{""NPI"":""0359405274""}]",1008867322,13589505,platea dictumst aliquam,12/7/2006,1/23/2014
"[{""NPI"":""5215506973""},{""NPI"":""8471573857""}]",3935642784,37554272,turpis integer aliquet massa id,9/1/2009,3/19/2015
"[{""NPI"":""2305031602""}]",7839976166,14192258,dictumst,10/29/2014,1/16/2008
"[{""NPI"":""7267330606""}]",4727502631,82063395,cras in purus eu,8/25/2007,8/1/2018
"[{""NPI"":""0921283857""},{""NPI"":""3921977835""},{""NPI"":""1609004205""},{""NPI"":""7708382084""},{""NPI"":""9583672858""}]",9528731074,29859902,nullam sit amet turpis elementum,5/31/2015,1/31/2008
"[{""NPI"":""1837881685""}]",3674094150,28728372,in sagittis dui vel,1/21/2008,4/30/2007
"[{""NPI"":""6607519261""},{""NPI"":""4395023363""},{""NPI"":""5553063949""}]",9674935967,51338841,duis mattis egestas metus,2/20/2009,5/29/2010
"[{""NPI"":""0238657965""}]",2085462057,50728813,mauris vulputate,5/4/2015,6/14/2015
"[{""NPI"":""2599555183""},{""NPI"":""1155276051""},{""NPI"":""1270474286""},{""NPI"":""2122646853""},{""NPI"":""1944885390""}]",6203610232,06087812,gravida sem praesent id,9/30/2013,3/27/2014
"[{""NPI"":""0355213559""},{""NPI"":""6129417713""},{""NPI"":""4408586110""},{""NPI"":""5546574046""},{""NPI"":""0134892658""}]",8570374437,26090568,enim lorem ipsum dolor sit,5/21/2015,3/23/2007
"[{""NPI"":""2336637022""},{""NPI"":""6676168707""},{""NPI"":""0268708940""},{""NPI"":""4418777318""},{""NPI"":""8378720772""}]",7389956135,77675528,sapien placerat ante,6/29/2013,8/27/2009
"[{""NPI"":""3460548843""},{""NPI"":""7469272615""},{""NPI"":""4489726945""},{""NPI"":""8050037738""},{""NPI"":""2026578567""},{""NPI"":""0573786062""}]",8744723539,32533694,amet justo morbi ut odio cras,12/3/2015,10/22/2009
"[{""NPI"":""8392678311""},{""NPI"":""1662892039""},{""NPI"":""6411633177""},{""NPI"":""4003589343""}]",6620574920,94744831,proin interdum mauris,4/1/2013,9/5/2007
"[{""NPI"":""5238608985""}]",6551327125,46493014,sit amet eleifend pede libero quis,1/8/2008,11/19/2008
"[{""NPI"":""6760333810""},{""NPI"":""9985719786""},{""NPI"":""4356686772""}]",4082573690,42757575,sit amet nulla,12/4/2014,11/27/2017
"[{""NPI"":""7711023774""},{""NPI"":""7699183533""},{""NPI"":""1229100660""}]",8589162788,91472876,quis turpis eget,9/29/2010,3/21/2013
"[{""NPI"":""9020719610""},{""NPI"":""6822264043""},{""NPI"":""4350532102""}]",4786694355,62839566,suspendisse accumsan tortor quis turpis sed,8/27/2013,9/10/2007
"[{""NPI"":""8050700925""},{""NPI"":""6835294825""},{""NPI"":""2583540181""},{""NPI"":""9020719610""},{""NPI"":""4295459798""},{""NPI"":""0062980343""}]",2225887047,19855909,in hac,1/14/2015,3/7/2018
"[{""NPI"":""1431658529""},{""NPI"":""6273581444""}]",8333417124,14432759,sit amet nunc viverra dapibus nulla,8/21/2014,10/15/2015
"[{""NPI"":""3059594066""}]",7389956135,70018170,posuere cubilia,3/11/2010,9/2/2010
"[{""NPI"":""2725197791""},{""NPI"":""0090717546""}]",5068277177,77277754,pellentesque ultrices phasellus,1/26/2016,4/27/2006
"[{""NPI"":""9063999194""},{""NPI"":""4933821461""},{""NPI"":""0783204426""},{""NPI"":""0813028183""}]",9307707596,80100414,placerat praesent blandit,10/10/2008,9/26/2018
"[{""NPI"":""4770132026""},{""NPI"":""0913125830""},{""NPI"":""1236256131""},{""NPI"":""3789463159""},{""NPI"":""6808451869""}]",6380993843,46641060,non,3/27/2015,9/11/2006
"[{""NPI"":""6676168707""},{""NPI"":""8179915778""},{""NPI"":""1867394928""},{""NPI"":""1383278415""},{""NPI"":""1537349686""}]",5162661058,49592988,integer pede justo lacinia eget tincidunt,9/18/2007,3/17/2016
"[{""NPI"":""1049760247""},{""NPI"":""4539616102""}]",8630060816,73167041,augue luctus tincidunt,5/20/2010,12/7/2012
"[{""NPI"":""6388276458""}]",4489726945,69551291,viverra,4/12/2015,9/25/2008
"[{""NPI"":""6586469686""},{""NPI"":""5597346776""},{""NPI"":""9768233729""},{""NPI"":""0951779311""},{""NPI"":""7903195441""},{""NPI"":""8287921767""}]",4135071937,64177645,natoque penatibus et,12/9/2013,5/2/2019
"[{""NPI"":""3890684939""},{""NPI"":""3214812874""},{""NPI"":""7758980430""},{""NPI"":""4975961342""},{""NPI"":""3486136194""},{""NPI"":""8392610849""}]",7273621706,69113620,nec molestie sed,10/2/2012,8/14/2014
"[{""NPI"":""9054307080""},{""NPI"":""8378720772""}]",4555770706,64131470,sed,12/14/2008,2/19/2018
"[{""NPI"":""6631412293""},{""NPI"":""1089995814""},{""NPI"":""3302800363""},{""NPI"":""9039984212""},{""NPI"":""0543863719""},{""NPI"":""8203876080""}]",6793046136,97245254,nulla,11/27/2011,6/2/2007
"[{""NPI"":""8610712737""},{""NPI"":""5888373036""},{""NPI"":""0458069760""}]",9159223766,88941597,pellentesque viverra,6/27/2008,3/7/2015
"[{""NPI"":""0018777015""},{""NPI"":""4356686772""},{""NPI"":""4955749569""},{""NPI"":""5772835807""},{""NPI"":""0317242318""}]",1662892039,09285953,vestibulum,8/9/2018,10/21/2017
"[{""NPI"":""3374299571""},{""NPI"":""5691009958""},{""NPI"":""0172096243""}]",1505044200,63405191,luctus rutrum nulla,11/20/2016,10/6/2018
"[{""NPI"":""6203610232""}]",7281416555,98033904,vel,1/25/2013,2/6/2010
"[{""NPI"":""0111145600""},{""NPI"":""5364249271""},{""NPI"":""5238608985""},{""NPI"":""3299320645""}]",6839638235,60727234,aliquam augue quam sollicitudin vitae consectetuer,8/19/2016,1/11/2012
"[{""NPI"":""4236706679""},{""NPI"":""6086819661""},{""NPI"":""3517223859""},{""NPI"":""1089995814""},{""NPI"":""7968486696""},{""NPI"":""3961671885""}]",0805024921,25332367,nulla pede,12/24/2005,7/17/2011
"[{""NPI"":""2693198704""}]",1164206443,65596578,sit,7/17/2009,9/11/2008
"[{""NPI"":""3498470523""},{""NPI"":""1968499628""},{""NPI"":""2921028719""},{""NPI"":""9768233729""}]",8669403862,99038664,diam id ornare,8/24/2019,9/12/2018
"[{""NPI"":""0105322903""},{""NPI"":""5845695325""},{""NPI"":""4571188919""}]",6098052913,74740171,venenatis non sodales sed,2/2/2006,1/12/2014
"[{""NPI"":""3653644135""},{""NPI"":""7281416555""}]",3929651106,53024323,curae duis faucibus accumsan odio curabitur,6/30/2006,7/10/2008
"[{""NPI"":""6646117284""},{""NPI"":""3408675813""},{""NPI"":""8097795310""},{""NPI"":""1662892039""}]",0950708682,07104858,turpis adipiscing lorem,5/6/2015,6/8/2014
"[{""NPI"":""2154956785""},{""NPI"":""3603725174""}]",2835110631,51366855,pellentesque at nulla suspendisse potenti,12/16/2016,8/20/2008
"[{""NPI"":""2871961360""},{""NPI"":""7147537114""},{""NPI"":""1149721324""}]",8846736419,73264896,in consequat ut nulla,4/20/2017,5/15/2014
"[{""NPI"":""6676168707""},{""NPI"":""1617175102""},{""NPI"":""7877397348""},{""NPI"":""1867394928""},{""NPI"":""3961671885""},{""NPI"":""1944404163""}]",4320089642,33138874,adipiscing elit,6/24/2012,9/26/2006
"[{""NPI"":""3107937762""},{""NPI"":""7086233765""},{""NPI"":""1617175102""},{""NPI"":""0239419383""}]",1699710619,52536946,diam erat fermentum justo nec,7/21/2017,7/1/2008
"[{""NPI"":""9473000162""},{""NPI"":""6182487380""},{""NPI"":""6395063200""}]",1318022193,53620651,platea dictumst maecenas,8/28/2013,1/13/2007
"[{""NPI"":""9343151454""},{""NPI"":""2335800051""},{""NPI"":""3101581397""}]",6679946328,87394965,cras non velit nec nisi,12/7/2017,4/11/2017
"[{""NPI"":""4786694355""},{""NPI"":""7875570840""},{""NPI"":""7064671387""}]",5143994675,89198168,justo in blandit ultrices enim,7/18/2013,1/1/2014
"[{""NPI"":""3101581397""},{""NPI"":""3542962775""},{""NPI"":""9039984212""},{""NPI"":""5597346776""},{""NPI"":""1755355297""}]",2999378874,74594337,suspendisse,2/6/2013,7/10/2019
"[{""NPI"":""6123749420""},{""NPI"":""2613282886""},{""NPI"":""8287921767""},{""NPI"":""9020719610""}]",9584980424,41881026,integer pede justo lacinia eget,5/7/2015,10/1/2017
"[{""NPI"":""5348623156""},{""NPI"":""4684494373""},{""NPI"":""0589084259""},{""NPI"":""6193009574""}]",3910038816,09843975,leo maecenas pulvinar lobortis est,1/8/2014,1/25/2007
"[{""NPI"":""5563497097""},{""NPI"":""6241457489""},{""NPI"":""5910967746""}]",7839976166,46714064,eleifend luctus ultricies eu nibh,5/29/2007,11/30/2011
"[{""NPI"":""6063662731""},{""NPI"":""9335408220""},{""NPI"":""4701872040""}]",5922092812,92444613,duis faucibus accumsan odio curabitur,9/4/2008,9/7/2008
"[{""NPI"":""9032904183""},{""NPI"":""6860245182""},{""NPI"":""9268921456""},{""NPI"":""8451353029""}]",7758980430,34574665,elementum in hac,8/25/2016,12/20/2005
"[{""NPI"":""0258695528""},{""NPI"":""0138032904""}]",2871961360,92451132,quam fringilla rhoncus mauris enim leo,9/9/2012,11/28/2012
"[{""NPI"":""8244981873""},{""NPI"":""0881811386""},{""NPI"":""1842183648""},{""NPI"":""0969075561""}]",0408510234,90907852,ipsum dolor sit amet consectetuer adipiscing,5/16/2006,11/4/2007
"[{""NPI"":""3904531980""}]",6878406951,00378992,suscipit ligula in lacus curabitur,5/16/2013,1/19/2018
"[{""NPI"":""2861511761""},{""NPI"":""5206690554""},{""NPI"":""2873377070""},{""NPI"":""0351710353""},{""NPI"":""5269221810""}]",0735929319,82102148,fusce lacus,3/8/2007,11/6/2005
"[{""NPI"":""3703590262""}]",1617175102,01068696,odio porttitor id consequat in,1/23/2019,10/18/2011
"[{""NPI"":""3455200745""},{""NPI"":""8410022966""},{""NPI"":""3548726984""},{""NPI"":""3853713084""},{""NPI"":""3214812874""},{""NPI"":""3528589825""}]",1719757712,32732869,id sapien,8/7/2013,7/27/2017
"[{""NPI"":""4738495038""},{""NPI"":""8558938288""},{""NPI"":""6297715769""}]",0881811386,57174863,ligula nec sem duis aliquam,10/9/2011,8/30/2013
"[{""NPI"":""4749261777""}]",7857315885,89728622,rhoncus mauris enim leo rhoncus sed,7/28/2015,10/7/2011
"[{""NPI"":""4003589343""},{""NPI"":""9020719610""},{""NPI"":""8653009183""},{""NPI"":""3674094150""},{""NPI"":""4374094385""},{""NPI"":""9024129249""}]",6839638235,97506133,vitae mattis nibh ligula nec sem,6/12/2011,12/3/2009
"[{""NPI"":""9492357747""},{""NPI"":""0062980343""},{""NPI"":""0835510794""},{""NPI"":""1950337383""},{""NPI"":""5772835807""},{""NPI"":""8349541881""}]",4624566424,63503842,curae duis faucibus,10/17/2018,3/11/2012
"[{""NPI"":""8828863900""},{""NPI"":""0198817665""},{""NPI"":""3925614427""}]",2225887047,74469670,cursus urna ut,8/18/2011,7/10/2016
"[{""NPI"":""9492357747""},{""NPI"":""9603555312""},{""NPI"":""5578502083""}]",5377996526,72369820,justo maecenas rhoncus aliquam,6/10/2015,9/16/2015
"[{""NPI"":""3840583284""},{""NPI"":""6870320748""},{""NPI"":""6682606990""},{""NPI"":""0393812774""},{""NPI"":""1789876931""},{""NPI"":""1590093755""}]",5095812967,45650035,cras non velit nec nisi vulputate,3/29/2006,10/10/2015
"[{""NPI"":""1149721324""},{""NPI"":""2334278564""},{""NPI"":""8800207952""},{""NPI"":""6241457489""},{""NPI"":""3976588849""},{""NPI"":""0062980343""}]",2572783916,80939943,nulla,3/26/2009,3/8/2011
"[{""NPI"":""2887899473""},{""NPI"":""2439798762""},{""NPI"":""2400730555""}]",1784679844,74324188,risus dapibus augue vel accumsan tellus,9/30/2016,7/27/2014
"[{""NPI"":""5299571720""},{""NPI"":""4151147268""},{""NPI"":""7192349216""},{""NPI"":""4765454681""},{""NPI"":""4697857933""},{""NPI"":""3299175882""}]",9052994528,09919567,duis aliquam convallis nunc proin at,2/12/2009,3/11/2014
"[{""NPI"":""3552908145""},{""NPI"":""1837300968""},{""NPI"":""6922899598""}]",0306248255,50433918,consectetuer adipiscing elit proin risus praesent,10/3/2007,6/28/2006
"[{""NPI"":""4082573690""}]",7064671387,74576535,arcu libero rutrum,4/12/2009,10/13/2018
"[{""NPI"":""8405021116""},{""NPI"":""1099934281""},{""NPI"":""2242581422""}]",9907182656,79413154,mauris eget massa tempor convallis nulla,2/19/2008,9/24/2007
"[{""NPI"":""0458069760""},{""NPI"":""0172096243""},{""NPI"":""7281416555""}]",7854121877,47652294,lectus in,11/4/2013,9/22/2007
"[{""NPI"":""9916276722""},{""NPI"":2799293735},{""NPI"":""6631412293""}]",4851637896,80745868,ut rhoncus aliquet,4/21/2016,10/28/2006
"[{""NPI"":""4959772158""},{""NPI"":""2411592795""},{""NPI"":""6551327125""},{""NPI"":""0198817665""},{""NPI"":""9037061133""},{""NPI"":""6157562781""}]",5553063949,02422246,diam,12/24/2014,8/26/2010
"[{""NPI"":""7332735520""},{""NPI"":""9960715671""},{""NPI"":""8120580168""},{""NPI"":""9674935967""},{""NPI"":""7542302124""}]",1231842768,36280156,faucibus accumsan odio,2/19/2014,10/11/2011
"[{""NPI"":""1110382073""},{""NPI"":""8410022966""},{""NPI"":""2209911303""},{""NPI"":""3570762793""},{""NPI"":""7854121877""},{""NPI"":""1449269125""}]",0211496081,21105136,vitae mattis nibh ligula nec,4/30/2007,8/25/2007
"[{""NPI"":""1520290950""},{""NPI"":""9709431773""},{""NPI"":""0134892658""}]",0862832632,26214148,nulla,9/12/2014,4/30/2006
"[{""NPI"":""2583540181""},{""NPI"":""0984322248""},{""NPI"":""3107937762""},{""NPI"":""6966367605""}]",9674935967,03674957,nec sem duis aliquam convallis nunc,4/14/2013,2/7/2006
"[{""NPI"":8140640816}]",2905796464,95622985,mauris,12/21/2016,3/26/2008
"[{""NPI"":""4564037501""},{""NPI"":""9655010953""},{""NPI"":""8280153497""},{""NPI"":""3840583284""}]",8117774542,20281938,nullam porttitor lacus at turpis,8/30/2010,1/30/2009
"[{""NPI"":""3703590262""},{""NPI"":""3107937762""},{""NPI"":""9907182656""},{""NPI"":""2503707335""},{""NPI"":""6835294825""}]",9595449903,26799448,posuere metus,4/29/2008,6/27/2013
"[{""NPI"":""2693198704""}]",1581686382,16329846,ante ipsum,5/6/2018,3/23/2007
"[{""NPI"":""1624934021""},{""NPI"":""2693293162""},{""NPI"":""1662892039""},{""NPI"":""8669403862""},{""NPI"":""5888373036""}]",0371853672,59664175,eget semper rutrum nulla nunc purus,10/12/2008,1/30/2010
"[{""NPI"":""5499158770""},{""NPI"":""8333417124""},{""NPI"":""5739509440""},{""NPI"":""9584980424""}]",5188682893,40309320,habitasse platea dictumst maecenas ut,4/25/2016,1/21/2017
"[{""NPI"":4762755419},{""NPI"":""8392610849""},{""NPI"":""5991364923""}]",2225887047,05713358,varius nulla facilisi,11/3/2010,1/12/2008
"[{""NPI"":""7068487122""}]",1755355297,39634786,posuere cubilia,3/19/2014,4/18/2006
"[{""NPI"":""6818637140""},{""NPI"":""3809560022""},{""NPI"":""4985103950""}]",0737263806,46297405,consequat dui nec,3/27/2012,9/24/2018
"[{""NPI"":""2453494945""},{""NPI"":""2776868839""}]",7927274589,19222877,blandit ultrices enim lorem,11/25/2012,2/26/2017
"[{""NPI"":""8930471994""},{""NPI"":""0172096243""}]",3220671454,19832996,at dolor,4/10/2006,2/26/2008
"[{""NPI"":""2085462057""},{""NPI"":""7389956135""},{""NPI"":""5772835807""}]",1537349686,11650555,semper interdum,12/31/2017,6/12/2014
"[{""NPI"":""5691009958""}]",5546574046,04525554,in porttitor,2/5/2014,12/31/2012
"[{""NPI"":""9985719786""},{""NPI"":""9268921456""},{""NPI"":""9016129278""}]",4539616102,20478054,ridiculus mus etiam vel,8/22/2019,4/2/2015
"[{""NPI"":""0082427135""},{""NPI"":""3890684939""},{""NPI"":""7086233765""},{""NPI"":""6770935260""},{""NPI"":""9960715671""},{""NPI"":""9211918448""}]",3214812874,50890307,duis bibendum felis sed interdum venenatis,4/26/2008,11/9/2013
"[{""NPI"":""7002885340""},{""NPI"":""6736083516""},{""NPI"":""4229336837""},{""NPI"":9392991037},{""NPI"":""6203610232""},{""NPI"":""1449269125""}]",1609004205,86899938,molestie lorem quisque ut erat,8/5/2018,7/24/2017
"[{""NPI"":""6267007324""},{""NPI"":""0355213559""}]",3916157817,73485449,parturient montes nascetur ridiculus mus etiam,12/13/2015,7/25/2015
"[{""NPI"":""3840263980""},{""NPI"":""8203876080""},{""NPI"":""6273581444""},{""NPI"":""2442162539""},{""NPI"":""8097795310""}]",4676038909,77532530,iaculis congue vivamus metus arcu,1/31/2012,3/25/2015
"[{""NPI"":""8665587128""},{""NPI"":""6203610232""}]",1155695119,24374637,pede posuere nonummy,12/26/2014,8/9/2017
"[{""NPI"":""9598638693""},{""NPI"":""1383278415""},{""NPI"":""5049892627""},{""NPI"":""1953564151""}]",2076572457,94900380,aliquam erat volutpat in congue etiam,9/14/2011,3/14/2007
"[{""NPI"":""3649717956""},{""NPI"":""0322191971""},{""NPI"":""8280153497""},{""NPI"":""2635326207""}]",0458069760,61882093,ut rhoncus aliquet pulvinar sed,9/18/2011,2/11/2012
"[{""NPI"":""7068487122""},{""NPI"":""8244981873""},{""NPI"":""7295802991""},{""NPI"":""0205319262""},{""NPI"":""3603725174""}]",2291737252,76377858,libero quis orci nullam molestie nibh,4/28/2015,1/18/2014
"[{""NPI"":""8467173157""},{""NPI"":""8653009183""},{""NPI"":""9791528772""},{""NPI"":""6415018140""},{""NPI"":""9293736535""},{""NPI"":""8558938288""}]",3018306953,73938538,accumsan,5/26/2010,4/4/2013
"[{""NPI"":""2255021978""},{""NPI"":""4547095469""},{""NPI"":""3069708528""},{""NPI"":""8290378645""}]",0825755212,12012736,ante vel ipsum praesent blandit,1/16/2008,6/30/2008
"[{""NPI"":""6359885034""},{""NPI"":""0881811386""},{""NPI"":""0797749489""},{""NPI"":""4032143811""}]",2693198704,63513848,turpis eget elit,9/29/2019,4/19/2009
"[{""NPI"":""8726245728""},{""NPI"":""7440411498""},{""NPI"":""8082475544""},{""NPI"":""0783204426""},{""NPI"":""1412701643""}]",3952117293,88315393,in est,1/20/2016,11/18/2011
"[{""NPI"":""2242581422""},{""NPI"":""3789463159""},{""NPI"":""3107937762""},{""NPI"":""3408675813""},{""NPI"":""6147774522""},{""NPI"":""9786032071""}]",9238363994,65872745,amet eros suspendisse accumsan tortor,7/17/2016,10/22/2017
"[{""NPI"":""9869563791""},{""NPI"":""6314554896""},{""NPI"":""2921028719""},{""NPI"":""8244981873""},{""NPI"":""7711023774""}]",5900482332,82348392,vivamus vestibulum sagittis sapien cum,8/14/2008,4/25/2017
"[{""NPI"":""9503188946""}]",3929651106,66623461,luctus tincidunt nulla mollis molestie,1/21/2008,3/31/2010
"[{""NPI"":""5563497097""},{""NPI"":""1155695119""},{""NPI"":""3343410578""},{""NPI"":""5268831550""},{""NPI"":""1663050155""}]",9039984212,14176014,odio,12/26/2017,8/24/2007
"[{""NPI"":""6169972033""},{""NPI"":""4135071937""},{""NPI"":""3696044180""},{""NPI"":""5882901839""},{""NPI"":""6395063200""},{""NPI"":""7855327584""}]",8237497406,14090886,magna bibendum,8/31/2018,7/9/2010
"[{""NPI"":""2792742674""},{""NPI"":""0632028866""},{""NPI"":""5206690554""},{""NPI"":""2290403172""}]",6989816260,62119859,posuere cubilia curae,4/12/2014,10/15/2018
"[{""NPI"":""8212350312""},{""NPI"":""5206690554""},{""NPI"":""3649717956""},{""NPI"":""5776107202""},{""NPI"":""6923485118""}]",3059594066,33478351,venenatis non sodales sed tincidunt eu,4/6/2016,4/9/2013
"[{""NPI"":""5888373036""},{""NPI"":""6297715769""},{""NPI"":""9591791461""},{""NPI"":""2347406086""},{""NPI"":""4236706679""},{""NPI"":""7711023774""}]",1334014582,83874556,curabitur convallis,2/9/2007,5/21/2015
